"ALIAS","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Bsub_168_cells_FLT_Rep1_BS-A1","Bsub_168_cells_FLT_Rep2_BS-A2","Bsub_168_cells_FLT_Rep3_BS-A3","Bsub_168_cells_FLT_Rep4_BS-A4","Bsub_168_cells_FLT_Rep5_BS-A5","Bsub_168_cells_FLT_Rep6_BS-C1","Bsub_168_cells_FLT_Rep7_BS-C2","Bsub_168_cells_FLT_Rep8_BS-C3","Bsub_168_cells_FLT_Rep9_BS-C4","Bsub_168_cells_GC_Rep1_BS-A1","Bsub_168_cells_GC_Rep2_BS-A2","Bsub_168_cells_GC_Rep3_BS-A3","Bsub_168_cells_GC_Rep4_BS-A4","Bsub_168_cells_GC_Rep5_BS-A5","Bsub_168_cells_GC_Rep6_BS-C1","Bsub_168_cells_GC_Rep7_BS-C2","Bsub_168_cells_GC_Rep8_BS-C3","Bsub_168_cells_GC_Rep9_BS-C4","Log2fc_(FLT)v(GC)","P.value_(FLT)v(GC)","Adj.p.value_(FLT)v(GC)","Log2fc_(GC)v(FLT)","P.value_(GC)v(FLT)","Adj.p.value_(GC)v(FLT)","All.mean","All.stdev","LRT.p.value","Group.Mean_(FLT)","Group.Mean_(GC)","Group.Stdev_(FLT)","Group.Stdev_(GC)"
"BSU30420","ytrE","ABC transporter (ATP-binding protein) involved in resistance to cell wall inhibitors","NP_390920.1","937245","224308.Bsubs1_010100016561","GO:0003824, GO:0005215, GO:0005975, GO:0006520, GO:0006796, GO:0006810, GO:0006865, GO:0008152, GO:0008643, GO:0016787, GO:0022857, GO:0042626, GO:0044238, GO:0006082, GO:0006793, GO:0006807, GO:0006811, GO:0006820, GO:0009987, GO:0015399, GO:0015405, GO:0015711, GO:0015849, GO:0016462, GO:0016817, GO:0016818, GO:0016887, GO:0017111, GO:0019752, GO:0022804, GO:0042623, GO:0043436, GO:0043492, GO:0044237, GO:0044281, GO:0046942, GO:0051179, GO:0051234, GO:0055085, GO:0071702, GO:0071704, GO:0071705, GO:1901564",1857.04568871653,2571.40357430577,2378.76760330793,1954.40150192534,2354.44239322306,2462.42058173504,2632.10115303698,1403.84432748897,1919.58350404372,1048.9221721184,1002.78503736517,918.495785855184,1093.92801440216,878.13154703871,941.703593247574,955.841718195296,1192.6415929956,1082.92235696457,1.10005257711906,3.60087081094284e-22,2.70248405946693e-20,-1.10005257711906,3.60087081094284e-22,2.70248405946693e-20,1591.63234144256,661.678797241871,8.07801625916926e-20,"2170.446","1012.819","408.0287","100.3586"
"BSU30430","ytrD","ABC transporter, permease component involved in resistance to cell wall inhibitors","NP_390921.1","936438","224308.Bsubs1_010100016566","",2239.06379008661,2901.21302148714,2810.88762963128,2261.84044125656,2916.81602282363,2949.04967951805,2878.38937749369,1689.76271799668,2205.47081176861,1196.97852521648,1211.88071126254,1147.36192749941,1246.42886111569,1144.91564139455,1246.4267658706,1148.89772354493,1335.32799165706,1287.97357171535,1.05966154410472,5.14105987216952e-25,5.69115327849165e-23,-1.05966154410472,5.14105987216952e-25,5.69115327849165e-23,1878.81584507438,748.150627456368,1.91844068488101e-22,"2539.166","1218.466","451.44443"," 66.95336"
"BSU30440","ytrC","ABC transporter, permease component involved in resistance to cell wall inhibitors","NP_390922.1","937243","224308.Bsubs1_010100016571","",2466.46868949582,3210.1057822359,2772.07584912972,2287.51945680073,3028.83820947799,3153.19359237476,2818.15078675925,1693.60029803813,2473.58553721255,1157.14574602471,1197.34641642751,1134.99127846977,1181.30127802267,1068.02247966699,1291.08542681882,1183.03102958349,1298.52015043594,1295.20103833352,1.14570991599428,5.29074211650438e-27,7.55722777157465e-25,-1.14570991599428,5.29074211650438e-27,7.55722777157465e-25,1928.34350251713,820.500266415605,3.71097909298114e-24,"2655.949","1200.738","482.72634"," 79.98939"
"BSU30450","ytrB","ABC transporter (ATP-binding protein) involved in resistance to cell wall inhibitors","NP_390923.1","936641","224308.Bsubs1_010100016576","GO:0003824, GO:0005215, GO:0005975, GO:0006520, GO:0006796, GO:0006810, GO:0006865, GO:0008152, GO:0008643, GO:0016787, GO:0022857, GO:0042626, GO:0044238, GO:0006082, GO:0006793, GO:0006807, GO:0006811, GO:0006820, GO:0009987, GO:0015399, GO:0015405, GO:0015711, GO:0015849, GO:0016462, GO:0016817, GO:0016818, GO:0016887, GO:0017111, GO:0019752, GO:0022804, GO:0042623, GO:0043436, GO:0043492, GO:0044237, GO:0044281, GO:0046942, GO:0051179, GO:0051234, GO:0055085, GO:0071702, GO:0071704, GO:0071705, GO:1901564",1620.97328857044,1816.14835945522,1757.80512019304,1461.08675220424,1848.21630800246,2223.35846778166,1811.3271530607,1065.11648038305,1751.96839600922,759.856045404208,833.149625527707,720.567613476113,796.800650230745,647.472764827438,761.142720395322,669.071940029837,819.071580908397,861.415065625456,1.16153119595134,8.93656794349892e-25,9.65149337897883e-23,-1.16153119595134,8.93656794349892e-25,9.65149337897883e-23,1234.69712956029,533.510820532078,3.82405257612232e-22,"1706.222"," 763.172","315.01029"," 73.20826"
"BSU30460","ytrA","transcriptional regulator (GntR family, cell wall antibiotics)","NP_390924.1","937244","224308.Bsubs1_010100016581","",585.89652931823,622.967231327825,546.368821304033,520.850744979724,615.9289993324,803.090495118652,520.556537170117,342.610586717771,612.088350080776,283.949518813616,274.337572550094,242.22418261659,261.559598610943,189.886701434758,264.895598774337,208.776799780481,308.300843958575,313.831530008431,1.14153921542884,1.19586318614318e-16,4.44981696490926e-15,-1.14153921542884,1.19586318614318e-16,4.44981696490926e-15,417.673368994297,183.865857719019,9.37382735974843e-15,"574.4843","260.8625","121.55966"," 41.66132"
"BSU30466","BSU_30466","hypothetical protein","YP_009513999.1","37862944",NA,"",57.2901798605894,48.6188783373617,49.9941534609065,32.4339625184005,50.3806771157015,84.6339050251632,59.0871801003629,35.5548668398983,64.8927565936633,13.2665304799535,33.0814201980926,26.7682316836787,32.2638953802012,18.0737292735966,20.8136078058131,19.5533300198641,22.1426753364217,20.9308992990435,1.258579242631,2.38866654435002e-09,2.70511904306442e-08,-1.258579242631,2.38866654435002e-09,2.70511904306442e-08,38.3211599627062,19.5992727328799,2.7266343424568e-08,"53.65406","22.98826","15.637038"," 6.541576"
"BSU30470","ytzC","hypothetical protein","NP_390925.1","936521","224308.Bsubs1_010100016591","",196.24688746327,209.712341139395,167.451636549658,204.036870968724,183.258280504553,256.01410697312,236.714680824362,235.151022996008,266.765396315822,407.606145625086,326.870020549862,441.170586017582,413.339992933044,421.430549692037,361.02703124088,344.438810615917,339.523618388528,357.371275602872,-0.80560127688153,3.1421168888979e-15,8.75049910945905e-14,0.80560127688153,3.1421168888979e-15,8.75049910945905e-14,298.229403022262,91.0367449614519,1.16984252887148e-13,"217.2612","379.1976","33.46938","41.71923"
"BSU30480","ytqA","putative enzyme","NP_390926.1","937240","224308.Bsubs1_010100016596","",10932.8063004446,8977.55170101422,8996.51631251984,9727.50645524976,7733.67263177779,6936.61715873591,9139.60533324152,7414.28683307202,7897.5842809422,7017.54892994616,6775.17258160298,6659.5886715328,7128.32253397808,6897.71464907206,6559.57606960432,7242.41894120267,6409.44918253548,6246.99258614553,0.351689731080094,2.36237577241418e-05,0.000122203270096378,-0.351689731080094,2.36237577241418e-05,0.000122203270096378,7705.16284181211,1313.1043455446,0.000125434873562116,"8639.572","6770.754","1260.2964"," 333.3899"
"BSU30490","ytqB","putative RNA methylase","NP_390927.1","938058","224308.Bsubs1_010100016601","",10407.0965123413,11649.6787966687,9445.49800830569,9655.08008452429,10151.4279993652,9115.14337533569,9321.13093716401,7701.36789493143,8361.19058921238,7822.81832648694,8211.82137394804,7231.65751844603,7186.92310329821,7985.18136514107,7954.91666194612,7876.04256181025,6781.64893371689,7490.00743634074,0.324094119129655,1.75683646904731e-05,9.42942046659574e-05,-0.324094119129655,1.75683646904731e-05,9.42942046659574e-05,8574.92397105461,1304.29959241715,9.66738616027308e-05,"9534.179","7615.669","1150.9171"," 469.0948"
"BSU30500","tbcS","tetraprenyl-beta-curcumene synthase","NP_390928.1","936222",NA,"",19439.2945399461,23797.5390234435,25057.2922411449,30050.0999109822,22912.5952946009,22275.3651672075,28146.5099863976,34980.3249354783,34646.4285986722,39826.4060481109,48373.333475452,41056.7060426671,46538.0145279471,49524.910982492,44115.7243842931,49154.1543333371,37245.7441937167,42052.4887603545,-0.721518565236877,3.69959576098141e-10,4.80404986206032e-09,0.721518565236877,3.69959576098141e-10,4.80404986206032e-09,35510.7184692358,10182.3153335759,6.02376474048902e-09,"26811.72","44209.72","5507.667","4440.857"
"BSU30510","ytpA","phospholipase component of bacilysocin synthesis or export","NP_390929.1","937237","224308.Bsubs1_010100016611","",15840.8767041689,16497.536600946,19822.0669010106,23211.6735065056,16082.1424725561,15800.8300955944,23295.6839168197,27626.9044101838,25065.6616562474,28691.8261222666,34095.6544097387,29464.0298187948,36223.9476284601,35574.6353068095,30627.269282436,36728.046118984,26821.1999998307,29384.4448418271,-0.65037350841787,2.02674342426065e-07,1.61993138675562e-06,0.65037350841787,2.02674342426065e-07,1.61993138675562e-06,26158.5794329544,7202.2581802399,1.8248015843521e-06,"20360.38","31956.78","4560.948","3712.644"
"BSU30520","ytoA","putative enzyme of the carbonic anhydrase family","NP_390930.1","937238","224308.Bsubs1_010100016616","GO:0003774, GO:0005198, GO:0005622, GO:0006810, GO:0006886, GO:0009987, GO:0015031, GO:0016192, GO:0003824, GO:0005623, GO:0008104, GO:0015833, GO:0016462, GO:0016787, GO:0016817, GO:0016818, GO:0017111, GO:0033036, GO:0034613, GO:0042886, GO:0044464, GO:0045184, GO:0046907, GO:0051179, GO:0051234, GO:0051641, GO:0051649, GO:0070727, GO:0071702, GO:0071705",541.255599826006,246.581374037105,350.298487572102,414.468200567351,262.360246872008,315.760229163651,339.934223687419,414.568564820933,389.317521205092,328.873890017738,248.102586389766,449.434981561962,408.756408423499,353.166339331987,433.60462550579,349.213845793722,403.098546725363,264.05771668443,0.0174217512571769,0.910119668541901,0.936123087643098,-0.0174217512571769,0.910119668541901,0.936123087643098,361.825188232551,78.5746680370031,0.935619347235422,"363.8383","359.8121","89.70525","71.15866"
"BSU30530","ytnA","putative amino acid permease","NP_390931.1","938118","224308.Bsubs1_010100016621","",11366.6598832774,10954.3998680335,14814.7284548387,15901.177979986,9901.81718783974,8619.5722367048,10893.4000733209,12659.8810355155,11521.4638571226,11614.2759816744,12087.3014801473,15742.9302920779,15073.2004471571,16610.4571800933,14813.8441850504,15172.8150970105,13594.0622265801,10925.9898914564,-0.236585664818681,0.0498555216528365,0.100005341995544,0.236585664818681,0.0498555216528365,0.100005341995544,12903.7765198826,2353.94725373577,0.100022750458579,"11848.12","13959.43","2295.304","1999.734"
"BSU30540","asnB","meso-diaminopimelic acid amidotransferase (asparagine synthetase)","NP_390932.1","937236","224308.Bsubs1_010100016626","",56911.2169243372,66179.8488448795,65617.0711198619,67823.6431441711,60743.3041913173,46302.1023644891,48686.0178979518,48199.0748231975,50666.5562097646,48152.8636827331,56723.2361302471,43382.66253041,43830.3482096846,52784.3938476758,51381.973731706,52028.9910251348,39253.263236166,50203.8714045403,0.22360435166076,0.0244697833180624,0.0542574864959342,-0.22360435166076,0.0244697833180624,0.0542574864959342,52715.0244065704,8162.79710582025,0.0543616159671462,"56792.09","48637.96","8590.999","5512.310"
"BSU30550","metK","S-adenosylmethionine synthetase","NP_390933.1","937090","224308.Bsubs1_010100016631","GO:0003824, GO:0005622, GO:0005623, GO:0005737, GO:0005829, GO:0016740, GO:0016765, GO:0044424, GO:0044444, GO:0044464",31597.015536899,29561.7911145775,28279.9818705808,31232.9930443698,25678.1179385542,21063.1093637343,21753.713524124,19751.7259644101,22532.9070259383,24161.2369324966,21748.0207318601,22258.21742684,18118.2009787225,21116.7489362035,24053.8416127167,24764.6171513344,19770.5901552364,21072.491244897,0.232052315910393,0.0290418521756915,0.0631307419901629,-0.232052315910393,0.0290418521756915,0.0631307419901629,23806.4066974164,4010.14196517532,0.063319243625133,"25716.82","21896.00","4602.212","2186.440"
"BSU30560","pckA","phosphoenolpyruvate carboxykinase","NP_390934.2","937235","224308.Bsubs1_010100016636","GO:0003824, GO:0005622, GO:0005623, GO:0005737, GO:0005829, GO:0005975, GO:0005996, GO:0006006, GO:0006094, GO:0008152, GO:0009058, GO:0016051, GO:0016829, GO:0019318, GO:0044238, GO:0044281, GO:0044283, GO:0044424, GO:0044444, GO:0044464, GO:0071704, GO:1901576",10658.2968012316,11725.1014115214,10093.753967061,10039.3438664718,9656.96475092021,8580.0182135938,12957.299660213,9299.63472576936,8987.09237629941,11445.6847760001,11094.1749336127,10775.0092013974,11030.9440626089,10810.1247841591,11398.0872203458,10807.5357074297,10906.090975004,10559.7916079135,-0.103382351889999,0.167616317538043,0.263125228737047,0.103382351889999,0.167616317538043,0.263125228737047,10601.386057864,1047.51722211595,0.263177468113529,"10221.95","10980.83","1386.2029"," 293.6717"
"BSU30570","ytmB","hypothetical protein","NP_390935.1","937228","224308.Bsubs1_010100016641","",731.397868239929,1619.4453973538,1133.42158930917,981.288543901174,1437.01357637943,1369.2682848294,1058.99711097435,1103.65201225159,1156.54605147448,1303.66072083167,1452.31577848284,1241.08923300093,1196.19254037645,1171.10608324093,1491.48477773708,1037.27504060265,1280.47231290235,1549.79775855795,-0.147208746806483,0.259006560383273,0.373333674927451,0.147208746806483,0.259006560383273,0.373333674927451,1239.69026002479,223.940354047931,0.37353077483108,"1176.781","1302.599","264.2957","166.7648"
"BSU30580","ytmA","putative esterase","NP_390936.1","936383","224308.Bsubs1_010100016646","",1021.35883235135,1255.14059363375,1114.31281697376,1265.52283780925,921.302309133358,969.410160842881,1121.06219579979,1027.70028334593,1074.50462222139,1317.52508715885,1349.56150323114,1267.97193115461,1317.84284294364,1264.50192322558,1395.22079023573,1325.46529978641,1216.58523243311,1204.90159915812,-0.255771684743098,0.000191245628134216,0.000780493678689683,0.255771684743098,0.000191245628134216,0.000780493678689683,1190.54949230215,141.523809304526,0.000788778117464682,"1085.591","1295.508","117.94832"," 62.15243"
"BSU30595","ytlA","putative ABC anion transporter component","NP_390937.2","935959","224308.Bsubs1_010100016651","",35.9850499679339,39.2820850014846,26.5351920359613,38.5166162598046,25.161237515133,15.9836017662792,32.6534850779584,24.9880852375384,25.273550854636,32.661188701655,32.9669579308771,36.0506493041423,38.4698024223264,31.3779057899979,30.7712883590582,36.1097581444886,33.2080051468606,27.2092715659212,-0.190457015968332,0.270956948780738,0.386906600838796,0.190457015968332,0.270956948780738,0.386906600838796,31.2890961712254,6.10260869283842,0.386605853726293,"29.37543","33.20276","7.724777","3.350668"
"BSU30610","ytlC","putative ABC anion transporter component, ATP-binding","NP_390939.1","937218","224308.Bsubs1_010100016656","",20.4354439799525,35.323746136852,23.4705562826879,21.7300359464782,21.8660675051964,30.9699894229696,35.7148808530547,28.8264420226921,21.9626259179217,24.4911083521777,25.219728027676,29.8651119929125,27.7650494112409,33.2758198612085,22.831269848642,28.3085128642195,35.9676842618862,21.7880173310382,-0.0622765449677497,0.729006674247591,0.806200801548824,0.0622765449677497,0.729006674247591,0.806200801548824,27.2117827788226,5.32970139895029,0.805587005833496,"26.69998","27.72359","6.109171","4.738227"
"BSU30620","ytlD","putative permease of ABC anion transporter","NP_390940.1","937097","224308.Bsubs1_010100016661","GO:0005623, GO:0005886, GO:0016020, GO:0044464, GO:0071944",91.3753667066265,74.9273777722983,55.133782783031,57.2685534233793,65.7948725638665,77.796877843184,54.0938293225264,65.2885725148101,68.3015533526352,71.4730436102438,82.3769449516637,81.4100160812804,63.451421165261,76.9433890648522,72.448356143165,62.443798971427,56.2124047812678,52.5175565838602,-0.0198137617460755,0.884242600465846,0.916976101874454,0.0198137617460755,0.884242600465846,0.916976101874454,68.2920954241877,11.1244389423586,0.915797435669026,"67.77564","68.80855","12.12597","10.73947"
"BSU30630","rppG","nucleoside and RNA triphosphate phosphohydrolase","NP_390941.1","937072",NA,"",4663.99346624745,6736.25046879662,4058.73616032933,3618.26848277776,5501.56414152091,5184.56275865719,4500.90586805955,3350.83066799599,3533.26432299764,4542.27782871738,5043.18838438195,2963.75464772115,3301.49275324153,3109.70036871934,3996.515588412,3324.22548844017,3271.09288794892,4539.17006031459,0.271384762646416,0.0660788336289563,0.125740040957894,-0.271384762646416,0.0660788336289563,0.125740040957894,4179.98857473775,1001.68684565243,0.126178015461151,"4572.042","3787.935","1100.0051"," 759.1614"
"BSU30640","ytkC","putative autolytic amidase","NP_390942.1","937209","224308.Bsubs1_010100016671","",390.612109564313,370.739787346018,279.813972049054,341.336256538293,424.865067997809,595.989052448211,499.130411425782,358.922250830651,339.640743664164,576.087568802013,794.814875922505,581.38218271725,802.300372347872,276.264166036195,433.557782732028,385.333688649308,701.174662615719,837.307706466764,-0.582514153217573,0.00343849769916138,0.01000372392371,0.582514153217573,0.00343849769916138,0.01000372392371,499.404036564108,183.973082672343,0.0102662691574398,"400.1166","598.6914"," 95.53646","201.53228"
"BSU30650","dps","DNA-protecting protein, mini-ferritin","NP_390943.1","937211","224308.Bsubs1_010100016676","",27078.4093003819,26702.8915368734,18358.0725998193,19323.4948626757,26909.2462760561,32697.5084515513,25458.8623479934,24115.937599319,24211.936648868,27497.4017221532,40257.3837280504,24555.4864602747,34620.1053445181,13035.475605031,20804.2764906015,19997.4815611027,28726.3476797948,40856.6588315775,-0.154957141288968,0.400807306947283,0.522299810230303,0.154957141288968,0.400807306947283,0.522299810230303,26400.3876137023,7258.40380528123,0.522293868180095,"24984.04","27816.74","4302.111","9430.411"
"BSU30659","ytzI","hypothetical protein","YP_003097774.1","8302972","224308.Bsubs1_010100016681","",84.4888631891524,76.363314789977,45.9179941596054,45.2525438594264,105.266538238359,102.412121659345,84.5998434791414,68.1849482018333,67.1187498412097,67.4312288963978,64.1414397118855,43.2614534824322,52.7946433136923,55.0763741049673,49.561438327505,38.0965629997668,51.5703475635372,63.4777056757886,0.492485890354152,0.00547613134531914,0.0149496360031277,-0.492485890354152,0.00547613134531914,0.0149496360031277,64.7231173052235,19.6333630807489,0.0150583665482597,"75.51166","53.93458","21.472130"," 9.807435"
"BSU30660","ytkA","putative lipoprotein","NP_390944.1","937181","224308.Bsubs1_010100016686","",462.52466691838,791.942193185006,692.42862746621,674.845493551571,869.610137298414,981.95146853041,665.544223446958,1240.76361379651,1012.5467881817,2353.39842364571,2374.49552808328,2475.10754039462,2109.48357980041,3074.52403212134,2841.50842200458,2161.59544672402,1982.88337291089,2686.0768234778,-1.57843330156469,1.24162150838372e-24,1.27858140444723e-22,1.57843330156469,1.24162150838372e-24,1.27858140444723e-22,1636.17946564099,888.343188273423,1.32922135902868e-21," 821.3508","2451.0081","232.5312","359.1695"
"BSU30670","luxS","S-ribosylhomocysteine lyase","NP_390945.1","937106","224308.Bsubs1_010100016691","",5861.06584808492,11707.5119864446,9504.44707704883,8298.1557328323,11144.8720404472,6107.38748610515,7562.4113744321,6863.79057460405,7863.08190349696,9398.16867192046,8995.19736736266,8377.94436611501,6512.7714879859,7187.54688142219,8227.15647480377,8179.83758566421,9052.16788749311,8432.80677442764,0.0105305659628687,0.937243471799013,0.956908944691268,-0.0105305659628687,0.937243471799013,0.956908944691268,8293.12897337173,1561.26059108803,0.956465062340019,"8323.636","8262.622","2082.777"," 916.355"
"BSU30680","ytjA","membrane protein insertion efficiency factor","NP_390946.1","937207","224308.Bsubs1_010100016696","",302.073629204758,299.618844721058,237.891140068804,203.899687624593,240.325270911034,269.263543062259,236.652586790007,221.726428232677,222.608010269501,213.522266761276,216.410039624997,198.917720930438,180.424716078508,146.189381495337,152.712178509618,147.37627590935,177.595773749353,257.054933728732,0.403246681237913,0.00113567880254443,0.00378259839543659,-0.403246681237913,0.00113567880254443,0.00378259839543659,218.014579315128,46.7768599706859,0.00381895353976216,"248.2288","187.8004","34.65883","37.34169"
"BSU30690","ytiB","carbonic anhydrase","NP_390947.1","938087","224308.Bsubs1_010100016701","GO:0003824, GO:0008152, GO:0016829, GO:0016836, GO:0016835",2625.57846776073,3578.96203179672,2944.54016891715,2757.37993667177,3465.72164795625,2682.85098945399,2608.43700177933,2145.59360125432,2617.80607703753,2765.9240217917,3090.06553418628,2549.35544307926,2593.8075794543,2294.38662148225,2602.66220833363,2445.2688248883,2597.66860777493,3193.71126330415,0.075055328607222,0.449762704568076,0.569339409899211,-0.075055328607222,0.449762704568076,0.569339409899211,2753.31777927348,374.381050271916,0.569228230977635,"2825.208","2681.428","448.5034","291.6485"
"BSU30700","rpmEB","ribosomal protein L31","NP_390948.1","937208",NA,"",3603.54280521069,3406.87406632584,3099.11585925644,2639.65150589111,3855.67840573401,4459.07557692901,4131.114215776,3545.96974181451,3145.76520745622,4341.08954399204,6543.12933780382,3078.03889490792,6890.82632391185,1326.7605332,2417.7841142287,2652.12433624378,4067.61321310679,6855.39033556751,-0.25967129287663,0.290173278395399,0.406867408719072,0.25967129287663,0.290173278395399,0.406867408719072,3892.19688985312,1525.49912851554,0.407316951111355,"3542.976","4241.417"," 556.3174","2088.3728"
"BSU30710","ythA","putative cytochrome bd menaquinol oxidase subunit I","NP_390949.2","937142","224308.Bsubs1_010100016711","GO:0003824, GO:0005488, GO:0005623, GO:0005886, GO:0006091, GO:0008152, GO:0009055, GO:0009060, GO:0009987, GO:0015980, GO:0016020, GO:0016491, GO:0016679, GO:0019646, GO:0020037, GO:0022900, GO:0022904, GO:0032991, GO:0044237, GO:0044464, GO:0045333, GO:0046906, GO:0048037, GO:0055114, GO:0070069, GO:0071944, GO:0097159, GO:1901363",101.099061261087,103.960972919248,113.356543541264,88.8777436926996,96.5484300172832,79.6578897823884,149.063100599913,115.182396531418,90.3739429649264,108.237446688243,88.1756914486449,89.6578496972768,131.248545121152,127.260441188105,93.2945028695594,116.078782044667,88.423800747268,101.312868548329,-0.0097119847988586,0.941559311119086,0.959761032070763,0.0097119847988586,0.941559311119086,0.959761032070763,104.54500053686,18.1119027221736,0.959052631687828,"104.2356","104.8544","20.35193","16.81282"
"BSU30720","ythB","putative cytochrome bd menaquinol oxidase subunit II","NP_390950.1","937206","224308.Bsubs1_010100016716","",250.755440726571,175.24836326841,222.645948367512,206.357427306255,173.423822307768,160.199018234291,298.136195332734,178.511632151448,117.954972210822,155.220202472221,167.613758867068,135.017259120851,196.377474152839,158.585793443499,123.062949100445,196.053431874699,162.96080615834,143.794241697542,0.312070066655385,0.0421552988857477,0.086859594124928,-0.312070066655385,0.0421552988857477,0.086859594124928,178.995485377406,44.974404815126,0.0870325291770296,"198.137","159.854","53.41470","24.91403"
"BSU30739","ytzL","hypothetical protein","YP_003097775.1","8303158","224308.Bsubs1_010100016721","",43.702895066654,28.7776790301276,22.4349421391466,35.3808965045006,32.8231030301187,19.7941359607108,36.667566728293,30.7555797788013,19.727187277453,20.4220065932598,27.2484347075303,30.8911487530673,28.6908787653211,26.6105939103949,13.8788450737785,25.4122763419265,22.1426753364217,25.4606491397353,0.303255038721375,0.126855119877616,0.212127821305922,-0.303255038721375,0.126855119877616,0.212127821305922,27.2678607854023,7.1962400871061,0.211836158025899,"30.00711","24.52861","8.201636","5.088743"
"BSU30740","mntD","manganese ABC transporter (permease)","NP_390952.1","937149","224308.Bsubs1_010100016726","GO:0005623, GO:0005886, GO:0010035, GO:0010038, GO:0016020, GO:0042221, GO:0044464, GO:0050896, GO:0071944",17054.960852943,5315.74253046842,8131.33676949321,6574.88227985111,5143.99743501868,17017.4770726351,10687.364969825,33541.2860319511,22569.4442308713,818.071678369405,792.459332900388,1550.44171891299,1183.99350407152,1814.16311614666,1249.38295754845,1248.39099540262,1304.02668241436,732.170102227444,3.56022444333836,7.16528601205971e-30,1.76266035896669e-27,-3.56022444333836,7.16528601205971e-30,1.76266035896669e-27,7596.08845894726,9293.54380530916,1.28139641235369e-22,"14004.055"," 1188.122","9540.226"," 361.493"
"BSU30750","mntC","manganese ABC transporter (permease)","NP_390953.1","937203","224308.Bsubs1_010100016731","GO:0005623, GO:0005886, GO:0010035, GO:0010038, GO:0016020, GO:0042221, GO:0044464, GO:0050896, GO:0071944",15596.9915196652,4809.81738436398,8153.9925683154,6764.58213536422,4560.9619295259,15953.6365251576,9896.69685970957,35758.336283203,23079.2933940958,756.769474299266,775.898429313844,1681.37518356547,1279.40035474257,1901.55001875821,1188.91707725203,1161.54204185268,1216.64936561606,681.502823789919,3.55007871898185,1.94127487704004e-19,1.0880968551308e-17,-3.55007871898185,1.94127487704004e-19,1.0880968551308e-17,7512.10629825504,9583.73652314766,1.26565048392277e-14,"13841.590"," 1182.623","10240.356","  414.505"
"BSU30760","mntB","manganese ABC transporter (ATP-binding protein)","NP_390954.1","937196","224308.Bsubs1_010100016736","",6829.59775735869,2390.48513037344,4138.63236401306,3361.15463676211,2504.91791020857,8370.26449142552,4099.35742078674,18302.1952948994,12310.3766595285,426.90586216151,450.526228915677,895.817728717079,657.640014322242,1053.75701626922,621.201193493905,651.531885551878,640.537109726843,368.861986893583,3.43564643150855,2.44104926681461e-24,2.3497752507511e-22,-3.43564643150855,2.44104926681461e-24,2.3497752507511e-22,3781.87559396711,4893.45724926695,1.33218881974659e-18,"6922.9980"," 640.7532","5351.2703"," 221.4316"
"BSU30770","mntA","manganese ABC transporter (manganese binding lipoprotein)","NP_390955.1","937219","224308.Bsubs1_010100016741","",6544.10228882492,3177.14781942812,4421.626811214,3806.79789452892,3149.62682816712,9244.2806319287,3907.58716293507,17956.615181149,13151.5705208116,798.663575707333,660.701855487527,966.953300191961,953.813717916429,1236.992517503,771.072762906687,780.24989453174,817.235451513166,743.008771919609,3.08160188423694,4.54879735973282e-25,5.1646345407428e-23,-3.08160188423694,4.54879735973282e-25,5.1646345407428e-23,4060.44705481472,4869.55981732253,9.52028221143928e-20,"7262.1506"," 858.7435","5224.4917"," 171.6155"
"BSU30780","menC","O-succinylbenzoate-CoA synthase","NP_390956.1","937201","224308.Bsubs1_010100016746","GO:0003824, GO:0008152, GO:0016829, GO:0016836, GO:0016835",5107.90722445716,4596.08531020933,5556.47087666778,6156.97115706582,4672.93924953212,3924.7073826243,5294.37467644515,8275.90341770502,6125.74666056435,6481.27918409662,7282.44809974404,10824.4506233081,9000.78680445822,9291.96124226077,8104.87124067139,10207.0949662136,8753.38056487176,6756.5169375383,-0.625756082689235,5.53072338795036e-06,3.3686441763197e-05,0.625756082689235,5.53072338795036e-06,3.3686441763197e-05,7022.9942010241,2046.36192544736,3.65313627209071e-05,"5523.456","8522.532","1260.243","1500.350"
"BSU30790","menE","O-succinylbenzoic acid-CoA ligase","NP_390957.1","937132","224308.Bsubs1_010100016751","GO:0003824, GO:0005215, GO:0006629, GO:0006631, GO:0006869, GO:0008152, GO:0016874, GO:0044238, GO:0006082, GO:0006810, GO:0009987, GO:0010876, GO:0019752, GO:0032787, GO:0033036, GO:0043436, GO:0044237, GO:0044255, GO:0044281, GO:0051179, GO:0051234, GO:0071702, GO:0071704",5951.59520287913,4650.028777868,6612.69821520671,7332.5907935135,4892.66349165164,4024.64448137449,5371.15739787448,9646.03440354559,6958.99143249191,6516.9184797384,7043.67990838037,11347.1539073603,9391.31595652537,10100.9338243697,8315.52787647129,10812.4747456758,9235.77180189522,6786.03042303182,-0.5209477781554,0.00123414212883371,0.00408124073672568,0.5209477781554,0.00123414212883371,0.00408124073672568,7499.45617332521,2184.42450384859,0.00419677085019484,"6160.045","8838.867","1713.269","1779.900"
