From	To	Species	Gene Name
NP_415597	937520656	Escherichia coli str. K-12 substr. MG1655	flagellar protein of basal-body outer-membrane L ring(flgH)
NP_415597	985004204	Escherichia coli str. K-12 substr. MG1655	flagellar protein of basal-body outer-membrane L ring(flgH)
NP_415597	16129042	Escherichia coli str. K-12 substr. MG1655	flagellar protein of basal-body outer-membrane L ring(flgH)
NP_415597	1787319	Escherichia coli str. K-12 substr. MG1655	flagellar protein of basal-body outer-membrane L ring(flgH)
NP_415597	999850954	Escherichia coli str. K-12 substr. MG1655	flagellar protein of basal-body outer-membrane L ring(flgH)
NP_415596	937520657	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-distal portion of basal-body rod(flgG)
NP_415596	732684998	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-distal portion of basal-body rod(flgG)
NP_415596	16129041	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-distal portion of basal-body rod(flgG)
NP_415596	985004203	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-distal portion of basal-body rod(flgG)
NP_415596	999850955	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-distal portion of basal-body rod(flgG)
NP_415596	1787318	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-distal portion of basal-body rod(flgG)
NP_415595	999850956	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgF)
NP_415595	937520658	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgF)
NP_415595	732684999	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgF)
NP_415595	985004202	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgF)
NP_415595	16129040	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgF)
NP_415595	1787317	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgF)
NP_415594	16129039	Escherichia coli str. K-12 substr. MG1655	flagellar hook protein(flgE)
NP_415594	999850957	Escherichia coli str. K-12 substr. MG1655	flagellar hook protein(flgE)
NP_415594	937520659	Escherichia coli str. K-12 substr. MG1655	flagellar hook protein(flgE)
NP_415594	732685000	Escherichia coli str. K-12 substr. MG1655	flagellar hook protein(flgE)
NP_415594	1787316	Escherichia coli str. K-12 substr. MG1655	flagellar hook protein(flgE)
NP_415594	985004201	Escherichia coli str. K-12 substr. MG1655	flagellar hook protein(flgE)
NP_415593	16129038	Escherichia coli str. K-12 substr. MG1655	flagellar hook assembly protein(flgD)
NP_415593	999850958	Escherichia coli str. K-12 substr. MG1655	flagellar hook assembly protein(flgD)
NP_415593	1787315	Escherichia coli str. K-12 substr. MG1655	flagellar hook assembly protein(flgD)
NP_415593	985004200	Escherichia coli str. K-12 substr. MG1655	flagellar hook assembly protein(flgD)
NP_415593	937520660	Escherichia coli str. K-12 substr. MG1655	flagellar hook assembly protein(flgD)
NP_415593	732685001	Escherichia coli str. K-12 substr. MG1655	flagellar hook assembly protein(flgD)
NP_415592	999850959	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgC)
NP_415592	16129037	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgC)
NP_415592	1787314	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgC)
NP_415592	937520661	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgC)
NP_415592	985004199	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgC)
NP_415592	732685002	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgC)
NP_415591	16129036	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgB)
NP_415591	1787313	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgB)
NP_415591	999850960	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgB)
NP_415591	937520662	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgB)
NP_415591	985004198	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgB)
NP_415591	732685003	Escherichia coli str. K-12 substr. MG1655	flagellar component of cell-proximal portion of basal-body rod(flgB)
YP_588444	985003878	Escherichia coli str. K-12 substr. MG1655	cytochrome d (bd-I) ubiquinol oxidase subunit X(cydX)
YP_588444	732685325	Escherichia coli str. K-12 substr. MG1655	cytochrome d (bd-I) ubiquinol oxidase subunit X(cydX)
YP_588444	999851277	Escherichia coli str. K-12 substr. MG1655	cytochrome d (bd-I) ubiquinol oxidase subunit X(cydX)
YP_588444	94541102	Escherichia coli str. K-12 substr. MG1655	cytochrome d (bd-I) ubiquinol oxidase subunit X(cydX)
YP_588444	87081780	Escherichia coli str. K-12 substr. MG1655	cytochrome d (bd-I) ubiquinol oxidase subunit X(cydX)
YP_588444	937520982	Escherichia coli str. K-12 substr. MG1655	cytochrome d (bd-I) ubiquinol oxidase subunit X(cydX)
YP_026264	48994978	Escherichia coli str. K-12 substr. MG1655	threonine efflux pump(rhtC)
YP_026264	49176421	Escherichia coli str. K-12 substr. MG1655	threonine efflux pump(rhtC)
YP_026264	985002611	Escherichia coli str. K-12 substr. MG1655	threonine efflux pump(rhtC)
YP_026264	937518016	Escherichia coli str. K-12 substr. MG1655	threonine efflux pump(rhtC)
YP_026264	999848325	Escherichia coli str. K-12 substr. MG1655	threonine efflux pump(rhtC)
YP_026264	732686586	Escherichia coli str. K-12 substr. MG1655	threonine efflux pump(rhtC)
